week,matchup,home_team,away_team,home_score,away_score,winner,margin
10,1,GRFM,FYOU,90.76,89.4,GRFM,1.36
10,2,WTWZ,LNDS,60.84,128.78,LNDS,67.94
10,3,MRYJ,BRIM,104.62,97.5,MRYJ,7.12
10,4,JGBM,DKGG,105.04,144.3,DKGG,39.26
10,5,COCK,MXBN,90.38,79.24,COCK,11.14
10,6,SSS,PTBS,118.06,94.14,SSS,23.92
11,1,FYOU,PTBS,63.92,95.48,PTBS,31.56
11,2,MXBN,SSS,87.32,54.02,MXBN,33.3
11,3,DKGG,LNDS,130.14,96.1,DKGG,34.04
11,4,BRIM,GRFM,65.96,73.08,GRFM,7.12
11,5,COCK,WTWZ,110.92,55.12,COCK,55.8
11,6,JGBM,MRYJ,116.52,81.68,JGBM,34.84
12,1,FYOU,WTWZ,67.04,79.8,WTWZ,12.76
12,2,SSS,MRYJ,123.62,106.04,SSS,17.58
12,3,COCK,DKGG,174.74,90.56,COCK,84.18
12,4,JGBM,BRIM,62.82,112.28,BRIM,49.46
12,5,PTBS,LNDS,110.1,116.9,LNDS,6.8
12,6,GRFM,MXBN,95.86,84.36,GRFM,11.5
13,1,WTWZ,PTBS,80.6,99.16,PTBS,18.56
13,2,MRYJ,MXBN,85.2,109.7,MXBN,24.5
13,3,GRFM,JGBM,109.2,125.3,JGBM,16.1
13,4,DKGG,FYOU,127.92,124.78,DKGG,3.14
13,5,SSS,BRIM,104.9,64.76,SSS,40.14
13,6,LNDS,COCK,91.38,111.84,COCK,20.46
14,1,MXBN,AWAY,117.34,0.0,MXBN,117.34
14,2,WTWZ,BRIM,97.04,88.42,WTWZ,8.62
14,3,JGBM,DKGG,148.36,92.68,JGBM,55.68
14,4,COCK,AWAY,119.62,0.0,COCK,119.62
14,5,LNDS,SSS,82.4,93.78,SSS,11.38
14,6,PTBS,MRYJ,103.1,124.9,MRYJ,21.8
14,7,GRFM,FYOU,116.18,66.3,GRFM,49.88
15,1,MXBN,WTWZ,98.12,53.56,MXBN,44.56
15,2,COCK,JGBM,117.02,78.98,COCK,38.04
15,3,DKGG,FYOU,74.8,76.4,FYOU,1.6
15,4,LNDS,MRYJ,100.9,103.7,MRYJ,2.8
15,5,SSS,GRFM,76.94,105.48,GRFM,28.54
15,6,BRIM,PTBS,62.22,63.8,PTBS,1.58
16,1,MXBN,COCK,77.72,129.96,COCK,52.24
16,2,JGBM,WTWZ,65.26,93.1,WTWZ,27.84
16,3,BRIM,DKGG,90.54,83.92,BRIM,6.62
16,4,GRFM,MRYJ,76.18,88.6,MRYJ,12.42
16,5,LNDS,SSS,100.62,67.28,LNDS,33.34
16,6,PTBS,FYOU,93.52,113.54,FYOU,20.02
